"event_id","ticker","week_date","relative_week","is_buy_point","open","high","low","close","adj_close","volume","ma_5","ma_20","ma_50","ma_150","ma_200","volume_ma_50","volume_ratio_50","momentum_14","momentum_change_1w","macd","signal","histogram","macd_gap","macd_gap_abs_change","macd_area","macd_flow","macd_bullish_start","lower_area_bullish_start","macd_bearish_start","rsi_14","rsi_change_1w","mfi_14","mfi_change_1w","weekly_return_pct","candle_body_pct_of_range","upper_wick_pct_of_range","lower_wick_pct_of_range","normalized_close_t0_100","close_to_ma_5_pct","close_to_ma_20_pct","close_to_ma_50_pct","close_to_ma_150_pct","close_to_ma_200_pct","ma_5_slope_1w_pct","ma_5_slope_4w_pct","ma_20_slope_1w_pct","ma_20_slope_4w_pct","ma_50_slope_1w_pct","ma_50_slope_4w_pct","ma_150_slope_1w_pct","ma_150_slope_4w_pct","ma_200_slope_1w_pct","ma_200_slope_4w_pct"
"GILD_2017-06-26","GILD","2016-06-27","-52","False","79.9000015258789","85.30000305175781","77.91999816894531","84.86000061035156","59.5527229309082","54970400","83.71600036621093","88.35249977111816","97.0531997680664","92.47446657816569","80.52209993362426","53076182.0","1.0356886635138902","-6.459999084472656","","-3.8153187303952194","-3.60842639235835","-0.20689233803686946","-0.20689233803686946","","MACD 하락영역","MACD 하락흐름","False","False","False","43.13241211932484","","51.079556437933235","","","67.20861521411912","5.962088757298576","26.8292960285823","119.89262796536397","1.3665252032302844","-3.9529149371145156","-12.563417988127778","-8.234128024277776","5.387217522025756","","","","","","","","","",""
"GILD_2017-06-26","GILD","2016-07-04","-51","False","84.68000030517578","86.94000244140625","83.33000183105469","86.55000305175781","60.738746643066406","31698800","83.79600067138672","88.30799980163575","96.52759979248047","92.65386660257975","80.80669995307922","52872902.0","0.599528280100835","-7.569999694824219","-1.1100006103515625","-3.4794852764086386","-3.582638169168408","0.10315289275976935","0.10315289275976935","-0.1037394452771001","MACD 하락영역","MACD 상승흐름","True","True","False","45.61718842876781","2.484776309442971","49.32340182116375","-1.7561546167694857","1.9915182998479608","51.800621341167016","10.803305365936133","37.396073292896844","122.28031159146285","3.28655587176665","-1.9907559381107998","-10.336522157572514","-6.587813088258088","7.107459037447983","0.09556154716641174","","-0.050366395515344387","","-0.5415586264461036","","0.19399952338456927","","0.3534433648520796",""
"GILD_2017-06-26","GILD","2016-07-11","-50","False","86.55999755859375","87.95999908447266","85.2699966430664","86.66999816894531","60.82295227050781","43233700","84.24000091552735","88.23649978637695","95.90379974365234","92.82986658732096","81.08499994277955","52224312.0","0.8278462337617775","-9.419998168945312","-1.8499984741210938","-3.16714338400638","-3.4995392121360025","0.33239582812962265","0.33239582812962265","0.2292429353698533","MACD 하락영역","MACD 상승흐름","False","False","False","45.79827927161158","0.18109084284376564","47.973675464277505","-1.3497263568862437","0.13864253374520352","4.089238309168879","47.95538084541556","47.95538084541556","122.44984411372477","2.8846120928401664","-1.775344241016119","-9.628191583012013","-6.635653636948124","6.887831571939351","0.5298585142288648","","-0.08096663430199325","","-0.6462400910922983","","0.1899542795079645","","0.34440212242539125",""
"GILD_2017-06-26","GILD","2016-07-18","-49","False","86.94000244140625","87.83000183105469","85.0999984741211","86.55000305175781","60.738746643066406","42505100","85.02000122070312","88.20349998474121","95.34599975585938","92.99939994812011","81.34834995269776","52113756.0","0.8156215030826026","-11.739997863769531","-2.3199996948242188","-2.895910533107809","-3.3788134763303637","0.48290294322255445","0.48290294322255445","0.1505071150929318","MACD 하락영역","MACD 상승흐름","False","False","False","45.634630009851556","-0.16364926176002115","40.695140761212635","-7.278534703064871","-0.1384505823498361","14.285674362191786","32.60067015624869","53.11365548155953","122.28031159146285","1.7995786980559592","-1.8746386858451758","-9.225344247922706","-6.934880117463238","6.394294539575407","0.9259262781323274","","-0.037399264154436285","","-0.581624491713506","","0.18262803452342435","","0.3247826479670257",""
"GILD_2017-06-26","GILD","2016-07-25","-48","False","86.56999969482422","88.8499984741211","79.37000274658203","79.47000122070312","55.7701416015625","109670900","84.82000122070312","87.69449996948242","94.62339981079101","93.10566663106283","81.57987495422363","53642888.0","2.0444630050492436","-22.459999084472656","-10.720001220703125","-3.215190804161921","-3.3460889418966753","0.13089813773475445","0.13089813773475445","-0.3520048054878","MACD 하락영역","MACD 상승흐름","False","False","False","37.19055586304957","-8.444074146801988","29.963093918792566","-10.732046842420068","-8.18024446148289","74.89453242574616","24.050630873952368","1.0548367003014738","112.27748317501818","-6.30747456142945","-9.378579901409335","-16.014430490120446","-14.645365748136363","-2.5862674277257747","-0.23523876397134602","1.3187453409895245","-0.5770746232823476","-0.7447438423817343","-0.7578712761087347","-2.503575320630358","0.11426598773971453","0.6825668492649317","0.28460933953853296","1.3136455972600158"
"GILD_2017-06-26","GILD","2016-08-01","-47","False","79.80999755859375","81.20999908447266","79.11000061035156","80.41000366210938","56.42983627319336","59464900","83.93000183105468","87.20150032043458","94.12499984741211","93.21599998474122","81.80834997177124","53782084.0","1.10566373738883","-7.799995422363281","14.660003662109375","-3.3537128638880205","-3.3476137262949446","-0.006099137593075898","-0.006099137593075898","-0.12479900014167855","MACD 하락영역","MACD 하락흐름","False","False","True","38.80946345826814","1.6189075952185732","31.13316076993128","1.1700668511387136","1.1828393443655383","28.57173997551326","38.0950477927419","33.333212231744845","113.60554542087569","-4.193968893305666","-7.788279597677628","-14.571045107608382","-13.737980952549012","-1.7092953349436502","-1.0492800953075254","0.15991355028202037","-0.562178527979984","-1.253000275950844","-0.5267195687065795","-2.489028992986031","0.11850337113807896","0.6067025616670829","0.28006296611242654","1.239563079885242"
"GILD_2017-06-26","GILD","2016-08-08","-46","False","80.45999908447266","80.79000091552734","78.44999694824219","79.66000366210938","55.90352249145508","48000700","82.552001953125","86.61850051879883","93.56259994506836","93.32346666971843","82.03679998397827","53037936.0","0.9050257913505533","-5.019996643066406","2.779998779296875","-3.48385165297384","-3.3748613116307236","-0.10899034134311636","-0.10899034134311636","0.10289120375004046","MACD 하락영역","MACD 하락흐름","False","False","False","37.968575033635055","-0.8408884246330857","31.531697905810418","0.3985371358791383","-0.9327197684899646","34.187780599851976","14.102618442888861","51.70960095725916","112.54592404063435","-3.503244285532614","-8.033499558421987","-14.859138471057188","-14.640972410471509","-2.8972318792701346","-1.6418442128757538","-2.0037974169717865","-0.6685662511464074","-1.8337074470262893","-0.59750321727009","-2.4411960786141274","0.11528781002703159","0.531725510919645","0.27925023825301487","1.1738299831909549"
"GILD_2017-06-26","GILD","2016-08-15","-45","False","79.87999725341797","81.2699966430664","79.23999786376953","81.0","56.8438835144043","43240800","81.41800231933594","85.96250038146972","93.14139999389648","93.44319999694824","82.27532499313355","52761576.0","0.8195509550359148","-1.6999969482421875","3.3199996948242188","-3.4392159348136317","-3.387732236267305","-0.05148369854632673","-0.05148369854632673","-0.05750664279678963","MACD 하락영역","MACD 하락흐름","False","False","False","40.4511432726696","2.482568239034542","37.77758333433528","6.245885428524865","1.6821444593128954","55.17258226972744","13.300335242562275","31.527082487710278","114.43910906606638","-0.5134028193131801","-5.7728664934686424","-13.035449321882753","-13.316324780566823","-1.5500698335010998","-1.3736791440054574","-4.2366488469187","-0.7573441394159497","-2.540715055138598","-0.45017982764391506","-2.3122100220333786","0.1282992708077968","0.4772074326024667","0.2907536729880533","1.1395130214378213"
"GILD_2017-06-26","GILD","2016-08-22","-44","False","80.88999938964844","82.0999984741211","79.2699966430664","79.7699966430664","55.98068618774414","43649100","80.06200103759765","85.14650039672851","92.54419998168946","93.55706665039062","82.50649997711182","52881654.0","0.8254110206159588","-2.8700027465820312","-1.1700057983398438","-3.4631715124798177","-3.402820091509808","-0.060351420970009784","-0.060351420970009784","0.008867722423683055","MACD 하락영역","MACD 하락흐름","False","False","False","38.91172277517848","-1.5394204974911148","37.619180169268034","-0.1584031650672486","-1.5185226628809834","39.576043177492494","42.75612373090631","17.6678330916012","112.70132525969908","-0.36472282824172586","-6.31441542354767","-13.80335379326908","-14.73653514474169","-3.316712422420709","-1.6654809048492814","-5.609526190320446","-0.9492511049819408","-2.905540910365656","-0.6411756879820985","-2.1973421302332485","0.12185654327558915","0.4848255059667794","0.28097729665310656","1.1358500162057528"
"GILD_2017-06-26","GILD","2016-08-29","-43","False","79.6500015258789","79.69999694824219","76.66999816894531","76.88999938964844","53.95957565307617","54676300","79.54600067138672","84.07650032043458","91.9131999206543","93.61493331909179","82.72342496871948","53043556.0","1.0307811942321514","-8.930000305175781","-6.05999755859375","-3.6722171560809045","-3.4566995044240274","-0.21551765165687709","-0.21551765165687709","0.1551662306868673","MACD 하락영역","MACD 하락흐름","False","False","False","35.50464463044585","-3.4070781447326297","30.49637669394589","-7.122803475322144","-3.610376550853589","91.08921611087051","1.6500146041274286","7.260769285002065","108.63238304002165","-3.3389501160599133","-8.547573820742727","-16.344986948528508","-17.865668794993926","-7.051721542328382","-0.6445009611596109","-5.22340172051069","-1.2566577267514423","-3.5836539377381516","-0.6818364210399053","-2.349853843658345","0.061851734746465326","0.427966587727302","0.26291866903558336","1.1185594102117946"
