engine,engine_label,pattern_id,pattern_name,evaluation_event_n,evaluation_ticker_n,rise_1w_valid_n,rise_1w_probability,rise_1w_ci_low,rise_1w_ci_high,return_1w_median_pct,rise_4w_valid_n,rise_4w_probability,rise_4w_ci_low,rise_4w_ci_high,return_4w_median_pct,rise_8w_valid_n,rise_8w_probability,rise_8w_ci_low,rise_8w_ci_high,return_8w_median_pct,rise_26w_valid_n,rise_26w_probability,rise_26w_ci_low,rise_26w_ci_high,return_26w_median_pct,rise_52w_valid_n,rise_52w_probability,rise_52w_ci_low,rise_52w_ci_high,return_52w_median_pct,mae_8w_median_pct,mae_52w_median_pct,close_20_at_52w_valid_n,close_20_at_52w_probability,close_20_at_52w_ci_low,close_20_at_52w_ci_high,touch_20_within_52w_valid_n,touch_20_within_52w_probability,touch_20_within_52w_ci_low,touch_20_within_52w_ci_high,weeks_to_gain_20_median_among_hits,period
kis_compatible,KIS 호환판,deep_crash_below_long_ma,대폭락·장기선 크게 아래 급반등 준비형,3,3,3,0.3333333333333333,0.06149194472039621,0.7923403991979522,-0.6170290612586227,3,0.3333333333333333,0.06149194472039621,0.7923403991979522,-9.000728628350918,3,0.6666666666666666,0.2076596008020477,0.9385080552796037,2.6083901217444527,3,0.6666666666666666,0.2076596008020477,0.9385080552796037,13.944832222053826,3,0.6666666666666666,0.2076596008020477,0.9385080552796037,34.93664695383308,-14.033789240697017,-23.38994922468395,3,0.6666666666666666,0.2076596008020477,0.9385080552796037,3,0.6666666666666666,0.2076596008020477,0.9385080552796037,14.5,2015-2019
kis_compatible,KIS 호환판,long_ma_cluster_discount_recovery,장기선 밀집 할인 회복형,38,25,38,0.6052631578947368,0.4471786799604255,0.744019242518399,0.8786169080152617,38,0.6578947368421053,0.4989210355178308,0.7878758482004058,1.9897163162087783,38,0.7105263157894737,0.5524286232424794,0.8299672217151693,3.7412882184711727,38,0.7105263157894737,0.5524286232424794,0.8299672217151693,12.190202791187245,38,0.7894736842105263,0.636542205246726,0.8892520815700411,20.428421394657285,-5.069717036113547,-13.582331549809368,38,0.5,0.34849928364395105,0.6515007163560489,38,0.7105263157894737,0.5524286232424794,0.8299672217151693,17.0,2015-2019
kis_compatible,KIS 호환판,long_ma_near_initial_rebound,급락 후 장기선 부근 초기 반등형,23,20,23,0.6521739130434783,0.44890335377263,0.8118872406120227,1.3947323718370708,23,0.7391304347826086,0.5352999516257462,0.8745138395501366,5.633619947357138,23,0.7391304347826086,0.5352999516257462,0.8745138395501366,8.03908352749849,23,0.9565217391304348,0.7900884492974114,0.9922833338565469,20.882854561208376,23,0.9565217391304348,0.7900884492974114,0.9922833338565469,38.252970016519306,-5.618210923514166,-7.247626581471844,23,0.8695652173913043,0.6787251772990404,0.9546234090636876,23,0.9565217391304348,0.7900884492974114,0.9922833338565469,18.5,2015-2019
kis_compatible,KIS 호환판,long_uptrend_extended_pullback,장기 상승추세 고이격 조정형,35,25,35,0.4857142857142857,0.32994236002509725,0.6443119540413141,-0.1728919645302418,35,0.6571428571428571,0.4915194951399626,0.7916830501295105,3.498622427839404,35,0.5714285714285714,0.4085741114397492,0.7201543182281931,4.817278893795596,35,0.6,0.435727090128925,0.7444927114061941,3.046413259893499,35,0.7428571428571429,0.5793069315616084,0.8583697293093955,15.821090633034164,-5.945634667056233,-15.152122502386344,35,0.42857142857142855,0.2798456817718068,0.5914258885602508,35,0.6,0.435727090128925,0.7444927114061941,20.0,2015-2019
kis_compatible,KIS 호환판,normal_pullback_recovery,완만한 조정·정상 회복형,247,84,247,0.5101214574898786,0.44810347979146037,0.5718294293197649,0.0921817853304363,247,0.5748987854251012,0.5125637125742445,0.6349398148488209,0.905827241751722,247,0.5425101214574899,0.48020424979177917,0.6035139684753661,1.3109354776330795,247,0.6275303643724697,0.5657165279310891,0.6854381268703468,5.31136772207319,247,0.7408906882591093,0.6828553293055076,0.7915479075416488,11.735217208617057,-4.148013668022643,-10.890740416988532,247,0.3684210526315789,0.3107075694742998,0.4301646120797744,247,0.5344129554655871,0.47215496262768264,0.5956169283504826,32.0,2015-2019
kis_compatible,KIS 호환판,deep_crash_below_long_ma,대폭락·장기선 크게 아래 급반등 준비형,8,8,8,0.375,0.13684428582359742,0.6942576053973727,-8.00722307529128,8,0.375,0.13684428582359742,0.6942576053973727,-3.397269957973897,8,0.375,0.13684428582359742,0.6942576053973727,-6.839273403330393,8,0.75,0.40927543031016883,0.9285207872478909,26.83400463174643,8,0.875,0.5291118177871464,0.9775825085499433,58.64668434925116,-17.957984711926894,-24.436573491151943,8,0.875,0.5291118177871464,0.9775825085499433,8,0.875,0.5291118177871464,0.9775825085499433,22.0,2020-2022
kis_compatible,KIS 호환판,long_ma_cluster_discount_recovery,장기선 밀집 할인 회복형,31,29,31,0.4838709677419355,0.31970251562417307,0.651596045519712,-0.2225131237321376,31,0.6774193548387096,0.5014100930808565,0.8143057343364082,4.556904996482647,31,0.7419354838709677,0.5675386419056621,0.8629829409360625,5.7760062773949405,31,0.8387096774193549,0.6736564604120674,0.9290737555663471,17.295773535673685,31,0.8064516129032258,0.6371974218820453,0.908129916384139,22.691781384615894,-4.929869228101291,-8.198899430263962,31,0.6129032258064516,0.4382410861966073,0.7626689857961975,31,0.8064516129032258,0.6371974218820453,0.908129916384139,13.0,2020-2022
kis_compatible,KIS 호환판,long_ma_near_initial_rebound,급락 후 장기선 부근 초기 반등형,29,25,29,0.3448275862068966,0.19940718526674994,0.5265489590952386,-2.764917632144881,29,0.27586206896551724,0.14698755102087954,0.45717132416865935,-5.256232754218104,29,0.2413793103448276,0.12218422442520091,0.4210760161781133,-10.065209389185616,29,0.6896551724137931,0.5076986576690685,0.8272438325551679,7.692298032371791,29,0.7931034482758621,0.6160990959613211,0.9015392980215897,33.16833225276514,-15.104501437465768,-22.164258708715742,29,0.6551724137931034,0.47345104090476137,0.80059281473325,29,0.7586206896551724,0.5789239838218867,0.8778157755747991,25.5,2020-2022
kis_compatible,KIS 호환판,long_uptrend_extended_pullback,장기 상승추세 고이격 조정형,40,33,40,0.4,0.2634832568429192,0.5540410633965381,-1.032333370347116,40,0.475,0.329354701126789,0.6250263789330753,-0.30602777496130384,40,0.475,0.329354701126789,0.6250263789330753,-3.9617806315458086,40,0.65,0.49505880837257693,0.7786547112682372,10.198415352885483,40,0.775,0.6249690325768998,0.8768390867645927,22.60392443406539,-9.433550846423177,-17.970314230650835,40,0.525,0.3749736210669248,0.670645298873211,40,0.7,0.5456998118185507,0.8192515477025347,25.0,2020-2022
kis_compatible,KIS 호환판,normal_pullback_recovery,완만한 조정·정상 회복형,131,60,131,0.5725190839694656,0.486926931044424,0.6539792870147065,0.4442029219611232,131,0.4961832061068702,0.4119013404422608,0.5806825428177849,-0.0090228162973438,131,0.5190839694656488,0.43420704321786535,0.6028735404819058,0.6657314922770441,131,0.6946564885496184,0.6111785725988004,0.7670433811388659,7.392901005554919,131,0.7251908396946565,0.6431537162063814,0.7943971714509188,14.08681863918668,-6.323762951571254,-10.692476454333477,131,0.40458015267175573,0.324412002490212,0.49018507901093206,131,0.5190839694656488,0.43420704321786535,0.6028735404819058,22.0,2020-2022
kis_compatible,KIS 호환판,deep_crash_below_long_ma,대폭락·장기선 크게 아래 급반등 준비형,6,6,6,0.6666666666666666,0.299993315138392,0.9032285888942195,3.214869111556229,6,0.6666666666666666,0.299993315138392,0.9032285888942195,8.578436439994164,6,0.5,0.18761630648265054,0.8123836935173494,-2.8829604087939833,6,0.5,0.18761630648265054,0.8123836935173494,24.412733227642292,4,1.0,0.5101091635454027,1.0,98.77507537990932,-9.34395378961199,-5.363435468542793,4,1.0,0.5101091635454027,1.0,4,1.0,0.5101091635454027,1.0,3.0,2023+
kis_compatible,KIS 호환판,long_ma_cluster_discount_recovery,장기선 밀집 할인 회복형,37,25,37,0.3783783783783784,0.24063999175798265,0.5389956956078235,-0.4200426795877732,37,0.40540540540540543,0.26346518192014284,0.5651403526977063,-2.2311965051513227,36,0.5,0.34474325409626827,0.6552567459037317,0.6553323511584219,34,0.7941176470588235,0.632016119488364,0.8965047310096808,17.40903276590031,34,0.9411764705882353,0.80906393095719,0.9837173447898772,38.639139875180064,-8.354295418874857,-11.305804021200387,34,0.6764705882352942,0.508428945939082,0.808683564359745,34,0.8235294117647058,0.6648626260015724,0.9165103095462768,18.0,2023+
kis_compatible,KIS 호환판,long_ma_near_initial_rebound,급락 후 장기선 부근 초기 반등형,15,13,15,0.5333333333333333,0.30116980025498397,0.7519046463426261,0.96415266606249,13,0.7692307692307693,0.49743624053272495,0.9182047128150143,4.327307261367763,12,0.6666666666666666,0.39062208887279953,0.8618799089087867,3.3061404798168104,11,0.9090909090909091,0.6226415635484043,0.9837678271141151,16.207176195294792,10,0.9,0.5958499732047615,0.9821237869049271,66.38747533111922,-7.059164682343882,-11.617573153496302,10,0.9,0.5958499732047615,0.9821237869049271,10,1.0,0.7224672001371107,0.9999999999999999,13.5,2023+
kis_compatible,KIS 호환판,long_uptrend_extended_pullback,장기 상승추세 고이격 조정형,30,23,30,0.43333333333333335,0.2737748557646652,0.6080269299918639,-1.6858445207130812,29,0.6206896551724138,0.4400254420598852,0.7731197789919015,4.235531250820257,27,0.5555555555555556,0.3731302451322448,0.72414141822977,5.638710220748089,24,0.6666666666666666,0.4670631683813174,0.8202780967270225,20.208582118632002,23,0.8695652173913043,0.6787251772990404,0.9546234090636876,66.44985213296897,-6.186721661773731,-16.403636397567112,23,0.7391304347826086,0.5352999516257462,0.8745138395501366,23,0.9130434782608695,0.7320401892425634,0.9758199955157796,13.0,2023+
kis_compatible,KIS 호환판,normal_pullback_recovery,완만한 조정·정상 회복형,159,66,159,0.5849056603773585,0.5071960824972743,0.6586093591607367,0.5842602500722771,152,0.618421052631579,0.5391784095013983,0.6918255882308122,2.1535068574372818,152,0.5986842105263158,0.5192561441062706,0.6732471873372381,2.5816439509943834,139,0.7482014388489209,0.6700344165377159,0.8130186170119782,9.854905615432896,127,0.7716535433070866,0.6913114055666176,0.8360443776989754,19.920269851573224,-4.771662761835882,-8.656637464507567,127,0.49606299212598426,0.4105078767844485,0.5818492857769197,127,0.7086614173228346,0.6244382323509742,0.7806321518965104,25.0,2023+
